25,1,575,634,74,41
25,2,428,561,63,48
25,3,457,645,70,28
25,4,435,510,89,55
25,5,415,606,39,73
26,1,577,633,74,41
26,2,428,559,64,48
26,3,456,645,69,27
26,4,436,511,89,49
26,5,412,608,42,72
27,1,578,632,74,41
27,2,428,559,66,48
27,3,455,645,69,28
27,4,442,513,86,51
27,5,412,608,44,72
28,1,579,632,73,42
28,2,428,558,67,48
28,3,454,644,69,28
28,4,446,514,84,51
28,5,411,607,45,72
29,1,580,631,73,43
29,2,428,557,68,48
29,3,454,644,69,28
29,4,450,515,83,51
29,5,413,605,44,75
30,1,581,631,73,44
30,2,428,556,69,48
30,3,453,644,69,28
30,4,457,515,79,50
30,5,415,603,43,78
31,1,582,630,73,45
31,2,431,556,68,47
31,3,455,642,67,30
31,4,457,515,81,47
31,5,417,603,42,78
32,1,583,630,73,45
32,2,433,555,66,46
32,3,457,640,65,32
32,4,457,514,84,43
32,5,419,603,40,78
33,1,584,629,73,45
33,2,435,555,66,47
33,3,457,636,60,35
33,4,457,514,87,40
33,5,418,603,42,78
34,1,587,626,69,49
34,2,436,554,66,47
34,3,456,632,55,38
34,4,456,514,90,38
34,5,417,603,44,78
35,1,589,622,66,52
35,2,437,553,66,47
35,3,456,629,45,41
35,4,456,513,92,35
35,5,416,603,45,78
36,1,589,619,64,52
36,2,438,552,66,48
36,3,456,625,39,45
36,4,456,513,95,32
36,5,415,603,47,78
37,1,589,615,62,51
37,2,439,552,66,48
37,3,456,621,33,50
37,4,456,512,97,29
37,5,413,605,49,76
38,1,595,613,57,54
38,2,441,551,65,48
38,3,455,620,37,51
38,4,457,512,99,26
38,5,411,608,50,73
39,1,600,611,52,57
39,2,442,551,65,48
39,3,453,619,40,52
39,4,457,512,101,24
39,5,410,609,51,71
40,1,603,609,50,63
40,2,442,550,65,48
40,3,453,618,42,54
40,4,458,512,102,21
40,5,409,611,53,69
41,1,606,606,48,68
41,2,443,550,65,48
41,3,453,616,43,56
41,4,462,511,101,19
41,5,409,608,55,72
42,1,611,603,44,71
42,2,444,549,65,48
42,3,454,612,45,59
42,4,464,511,101,19
42,5,409,605,56,74
43,1,616,601,41,74
43,2,445,549,65,47
43,3,454,607,47,63
43,4,465,510,102,18
43,5,413,603,54,75
44,1,619,598,39,77
44,2,447,548,64,45
44,3,453,609,50,61
44,4,468,510,101,17
44,5,417,602,51,77
45,1,622,596,37,79
45,2,448,550,64,43
45,3,452,610,52,59
45,4,470,510,101,15
45,5,417,602,51,77
46,1,625,594,36,79
46,2,450,552,64,41
46,3,452,611,54,59
46,4,472,510,101,15
46,5,417,602,53,76
47,1,627,591,35,79
47,2,455,548,60,46
47,3,451,612,56,58
47,4,474,509,101,15
47,5,417,602,54,76
48,1,627,589,35,80
48,2,460,544,56,51
48,3,449,613,59,57
48,4,475,509,102,15
48,5,415,606,58,73
49,1,627,587,36,80
49,2,460,544,58,45
49,3,448,613,62,57
49,4,477,509,101,15
49,5,412,609,62,69
50,1,628,585,36,81
50,2,460,544,59,40
50,3,447,614,65,54
50,4,480,509,100,15
50,5,410,610,65,68
51,1,628,583,37,82
51,2,458,546,63,35
51,3,446,615,68,52
51,4,482,509,100,15
51,5,408,610,68,67
52,1,629,581,36,82
52,2,456,548,67,29
52,3,447,617,69,49
52,4,484,509,100,15
52,5,408,611,69,66
53,1,629,579,36,82
53,2,457,548,68,28
53,3,448,618,70,46
53,4,486,508,100,15
53,5,408,611,70,66
54,1,630,577,36,82
54,2,457,547,70,27
54,3,450,621,71,44
54,4,488,508,100,15
54,5,408,613,70,64
55,1,631,575,36,83
55,2,460,547,69,27
55,3,451,624,72,41
55,4,490,508,100,15
55,5,408,614,71,62
56,1,632,573,36,83
56,2,463,547,68,27
56,3,451,628,74,36
56,4,491,508,100,14
56,5,408,616,71,61
57,1,632,571,36,83
57,2,465,547,68,29
57,3,451,632,77,31
57,4,493,508,100,14
57,5,408,617,71,60
58,1,633,569,36,83
58,2,467,546,68,31
58,3,451,636,80,27
58,4,495,507,100,14
58,5,408,618,72,59
59,1,634,567,36,83
59,2,469,546,68,31
59,3,450,641,83,22
59,4,497,507,100,14
59,5,408,618,72,58
60,1,635,566,36,83
60,2,470,545,68,32
60,3,450,641,84,22
60,4,498,507,100,14
60,5,407,619,73,58
61,1,635,564,36,84
61,2,471,545,69,32
61,3,459,641,77,22
61,4,500,507,100,14
61,5,406,619,75,57
62,1,637,562,35,84
62,2,472,544,70,32
62,3,460,645,78,18
62,4,501,507,100,14
62,5,406,619,75,57
63,1,638,560,34,84
63,2,474,544,70,30
63,3,459,645,81,19
63,4,503,507,100,14
63,5,406,619,76,57
64,1,640,559,33,84
64,2,475,543,70,27
64,3,460,646,82,18
64,4,505,507,100,13
64,5,407,619,76,57
65,1,641,558,33,84
65,2,476,543,70,27
65,3,462,646,82,18
65,4,506,506,100,14
65,5,407,619,76,57
66,1,642,556,32,84
66,2,477,542,71,26
66,3,463,646,83,18
66,4,508,506,100,14
66,5,407,620,77,56
67,1,643,554,31,84
67,2,477,542,72,25
67,3,463,646,84,18
67,4,509,506,100,14
67,5,407,620,78,55
68,1,645,553,30,84
68,2,477,542,73,23
68,3,463,646,86,18
68,4,511,506,100,14
68,5,411,620,76,54
69,1,646,551,30,84
69,2,481,540,71,27
69,3,464,645,86,20
69,4,513,505,99,15
69,5,414,620,75,53
70,1,647,550,29,85
70,2,484,537,70,30
70,3,466,644,86,21
70,4,516,503,97,20
70,5,418,619,73,53
71,1,648,548,28,85
71,2,485,539,70,30
71,3,468,643,85,22
71,4,519,503,94,23
71,5,421,617,72,54
72,1,649,547,28,85
72,2,486,540,70,29
72,3,469,643,85,22
72,4,523,502,92,26
72,5,424,618,70,53
73,1,650,545,27,85
73,2,489,539,69,30
73,3,471,643,85,22
73,4,530,500,88,29
73,5,427,619,69,52
74,1,650,544,28,86
74,2,492,539,68,31
74,3,473,642,85,23
74,4,531,499,88,32
74,5,427,622,71,49
75,1,651,542,28,86
75,2,493,539,70,32
75,3,474,642,85,23
75,4,534,499,87,32
75,5,426,625,73,47
76,1,651,541,28,86
76,2,494,538,72,33
76,3,475,641,85,23
76,4,534,499,90,33
76,5,425,628,76,45
77,1,652,540,28,86
77,2,496,537,73,36
77,3,478,638,84,26
77,4,534,499,92,33
77,5,423,630,79,43
78,1,652,539,27,86
78,2,498,535,73,39
78,3,480,635,83,28
78,4,535,499,92,34
78,5,423,632,81,41
79,1,653,537,27,86
79,2,501,534,73,41
79,3,484,634,82,30
79,4,536,499,93,35
79,5,423,634,83,38
80,1,654,536,26,86
80,2,504,533,73,44
80,3,488,633,80,31
80,4,538,499,92,36
80,5,427,632,82,41
81,1,654,535,26,86
81,2,505,533,74,44
81,3,491,634,79,31
81,4,539,499,94,36
81,5,431,629,80,44
82,1,655,534,26,86
82,2,505,533,76,45
82,3,493,635,78,30
82,4,542,497,92,39
82,5,436,629,77,44
83,1,655,533,26,85
83,2,505,535,78,44
83,3,493,638,80,28
83,4,545,496,91,41
83,5,440,630,75,44
84,1,654,531,29,85
84,2,505,536,81,44
84,3,492,640,83,26
84,4,547,494,90,43
84,5,440,635,78,40
85,1,653,529,31,85
85,2,508,538,81,43
85,3,493,642,84,23
85,4,549,494,90,44
85,5,439,640,81,36
86,1,651,527,32,85
86,2,510,540,81,41
86,3,494,643,85,21
86,4,552,494,89,44
86,5,439,645,83,33
87,1,650,525,32,85
87,2,510,541,83,40
87,3,495,643,86,21
87,4,554,494,89,46
87,5,439,649,85,30
88,1,651,522,31,82
88,2,510,543,85,39
88,3,496,643,86,21
88,4,556,493,88,47
88,5,442,648,85,31
89,1,651,519,30,80
89,2,513,545,85,37
89,3,498,643,86,19
89,4,558,493,87,48
89,5,444,647,85,33
90,1,650,517,33,81
90,2,515,547,84,35
90,3,500,643,85,18
90,4,560,493,86,49
90,5,447,644,84,36
91,1,648,514,35,81
91,2,518,549,83,34
91,3,502,643,85,17
91,4,562,493,86,50
91,5,450,642,83,40
92,1,647,511,37,82
92,2,520,551,82,33
92,3,503,643,85,16
92,4,564,493,86,50
92,5,453,641,82,41
93,1,646,508,40,83
93,2,522,552,83,33
93,3,506,640,84,19
93,4,566,493,86,51
93,5,456,640,81,42
94,1,644,506,43,82
94,2,523,552,84,33
94,3,508,637,84,21
94,4,567,493,85,52
94,5,458,644,82,37
95,1,643,503,46,81
95,2,524,554,84,31
95,3,508,632,85,27
95,4,569,494,85,51
95,5,461,647,83,32
96,1,642,501,48,80
96,2,526,555,84,30
96,3,509,627,86,32
96,4,570,494,85,52
96,5,464,645,83,34
97,1,640,499,51,79
97,2,526,555,85,30
97,3,512,627,83,34
97,4,572,494,84,52
97,5,466,644,83,35
98,1,639,496,51,79
98,2,527,554,86,31
98,3,515,626,81,37
98,4,574,495,84,52
98,5,470,648,83,31
99,1,638,494,51,79
99,2,529,554,85,31
99,3,518,623,79,40
99,4,575,495,84,53
99,5,473,652,83,27
100,1,636,492,51,78
100,2,532,554,84,32
100,3,518,626,80,37
100,4,577,495,84,53
100,5,475,655,84,26
101,1,635,489,51,78
101,2,533,554,85,32
101,3,519,628,81,34
101,4,578,496,84,53
101,5,476,657,86,24
102,1,634,487,51,78
102,2,534,554,85,32
102,3,519,630,82,30
102,4,580,497,83,53
102,5,479,659,85,26
103,1,632,485,51,78
103,2,535,555,86,32
103,3,519,632,84,26
103,4,582,497,82,53
103,5,481,660,84,29
104,1,631,483,52,78
104,2,536,556,86,32
104,3,521,634,83,25
104,4,583,498,82,53
104,5,481,660,84,29
105,1,630,481,52,78
105,2,537,556,86,32
105,3,523,636,83,23
105,4,584,499,83,53
105,5,488,655,81,31
106,1,629,480,53,80
106,2,538,556,86,31
106,3,526,638,82,22
106,4,586,499,82,53
106,5,490,655,81,31
107,1,627,478,55,81
107,2,539,556,86,31
107,3,528,640,81,20
107,4,587,500,82,53
107,5,493,655,80,31
108,1,626,478,56,79
108,2,540,557,87,30
108,3,528,639,82,22
108,4,589,501,82,53
108,5,494,653,81,32
109,1,625,478,58,77
109,2,541,557,88,30
109,3,529,638,83,23
109,4,590,501,81,53
109,5,495,652,82,33
110,1,625,478,58,75
110,2,541,557,88,30
110,3,529,637,84,25
110,4,591,502,82,53
110,5,499,652,80,33
111,1,625,478,58,72
111,2,543,557,87,30
111,3,530,635,85,28
111,4,592,502,82,54
111,5,502,651,79,34
112,1,625,477,58,71
112,2,545,558,87,29
112,3,532,635,84,28
112,4,593,503,82,54
112,5,502,655,81,31
113,1,625,476,57,70
113,2,546,558,87,29
113,3,534,634,83,29
113,4,594,503,82,54
113,5,502,658,83,28
114,1,628,475,53,71
114,2,546,559,88,28
114,3,535,633,83,30
114,4,595,504,83,54
114,5,505,661,80,28
115,1,630,474,49,72
115,2,548,559,87,28
115,3,536,632,83,32
115,4,595,504,84,54
115,5,507,663,78,28
116,1,629,474,48,73
116,2,549,559,86,28
116,3,537,631,83,33
116,4,596,505,84,54
116,5,510,661,75,31
117,1,629,473,46,74
117,2,551,559,86,28
117,3,538,631,83,34
117,4,596,505,85,53
117,5,512,658,72,33
118,1,625,473,48,74
118,2,552,559,86,28
118,3,539,631,83,34
118,4,597,506,85,54
118,5,519,655,66,36
119,1,621,473,49,75
119,2,552,559,87,28
119,3,539,630,83,35
119,4,598,506,85,55
119,5,525,652,59,40
120,1,616,476,49,69
120,2,553,559,88,28
120,3,540,631,84,34
120,4,599,507,85,54
120,5,526,650,59,41
121,1,611,479,48,64
121,2,554,559,88,28
121,3,541,631,84,34
121,4,599,508,86,54
121,5,526,648,59,43
122,1,608,480,54,60
122,2,556,559,87,28
122,3,542,631,84,34
122,4,599,506,87,57
122,5,525,647,61,43
123,1,604,481,60,55
123,2,557,559,87,28
123,3,542,631,84,34
123,4,602,507,85,56
123,5,524,645,63,44
124,1,600,477,66,55
124,2,557,559,88,28
124,3,543,632,84,34
124,4,603,509,84,54
124,5,522,643,65,46
125,1,596,472,73,55
125,2,558,559,88,28
125,3,544,632,84,34
125,4,603,510,86,54
125,5,520,642,67,47
126,1,593,472,80,50
126,2,559,559,88,28
126,3,544,632,84,34
126,4,602,510,88,54
126,5,517,642,72,46
127,1,590,471,88,45
127,2,560,559,88,29
127,3,545,632,84,34
127,4,604,510,87,55
127,5,520,642,67,47
128,1,587,470,91,41
128,2,561,559,88,29
128,3,546,632,84,33
128,4,606,510,86,55
128,5,522,642,66,47
129,1,583,469,94,36
129,2,562,559,88,29
129,3,546,633,84,33
129,4,607,511,86,55
129,5,524,638,64,50
130,1,581,469,95,36
130,2,563,559,88,29
130,3,548,633,83,33
130,4,607,511,86,54
130,5,528,635,59,53
131,1,578,469,95,36
131,2,563,559,89,28
131,3,549,633,83,34
131,4,608,512,86,55
131,5,533,633,52,54
132,1,576,469,95,34
132,2,563,560,89,28
132,3,564,640,69,27
132,4,609,512,87,55
132,5,532,634,52,53
133,1,573,469,95,31
133,2,563,559,90,28
133,3,564,639,70,28
133,4,610,513,86,54
133,5,530,632,52,56
134,1,570,469,95,31
134,2,563,558,90,28
134,3,564,639,70,28
134,4,611,514,85,53
134,5,530,630,50,58
135,1,568,469,95,31
135,2,564,558,90,28
135,3,564,639,71,28
135,4,612,515,85,53
135,5,529,627,49,60
136,1,565,469,95,31
136,2,565,558,90,28
136,3,561,639,74,28
136,4,613,515,85,54
136,5,529,621,50,66
137,1,563,469,95,31
137,2,566,558,89,28
137,3,559,638,77,28
137,4,613,515,86,54
137,5,529,615,52,73
138,1,560,469,95,31
138,2,568,557,88,28
138,3,560,638,76,28
138,4,614,515,86,55
138,5,529,614,52,74
139,1,558,469,95,31
139,2,569,557,88,29
139,3,561,638,76,29
139,4,615,516,86,54
139,5,529,623,53,64
140,1,556,469,95,31
140,2,570,556,87,29
140,3,566,641,71,26
140,4,615,517,86,54
140,5,532,627,50,60
141,1,554,469,95,31
141,2,570,556,87,29
141,3,571,644,67,23
141,4,616,517,86,54
141,5,534,631,46,56
142,1,552,469,94,31
142,2,571,556,87,29
142,3,557,638,82,29
142,4,617,517,86,55
142,5,537,626,43,61
143,1,550,469,94,31
143,2,572,556,87,29
143,3,556,639,83,28
143,4,618,518,85,54
143,5,540,621,40,66
144,1,548,469,94,31
144,2,572,555,87,29
144,3,556,639,83,29
144,4,619,519,85,54
144,5,542,617,39,70
145,1,546,469,94,30
145,2,572,555,87,29
145,3,557,638,81,30
145,4,620,519,85,54
145,5,545,614,38,73
146,1,544,469,94,29
146,2,572,555,87,29
146,3,560,639,79,28
146,4,622,519,84,54
146,5,548,612,34,74
147,1,546,468,87,36
147,2,573,555,88,29
147,3,563,639,78,27
147,4,623,520,84,54
147,5,550,610,31,76
148,1,547,467,81,42
148,2,573,555,88,28
148,3,567,640,76,25
148,4,624,520,83,54
148,5,548,610,32,76
149,1,549,465,73,48
149,2,573,555,88,28
149,3,572,641,73,22
149,4,625,520,83,54
149,5,546,610,33,75
150,1,550,462,65,54
150,2,574,555,88,28
150,3,571,638,76,24
150,4,626,520,83,55
150,5,546,610,35,75
151,1,549,462,61,57
151,2,575,555,88,28
151,3,569,635,80,25
151,4,627,519,82,56
151,5,545,610,37,74
152,1,548,462,57,61
152,2,576,555,88,28
152,3,570,636,80,25
152,4,628,519,81,57
152,5,545,612,38,73
153,1,548,460,54,66
153,2,577,555,87,28
153,3,571,637,81,24
153,4,629,519,81,57
153,5,545,613,39,71
154,1,547,458,50,71
154,2,577,556,87,27
154,3,573,638,81,22
154,4,630,520,81,56
154,5,546,613,37,70
155,1,545,456,48,75
155,2,577,556,87,27
155,3,574,639,81,21
155,4,631,520,81,56
155,5,547,613,35,70
156,1,543,454,45,80
156,2,577,557,88,26
156,3,577,637,79,24
156,4,632,520,82,55
156,5,548,613,33,70
157,1,542,453,43,83
157,2,578,557,88,26
157,3,579,634,78,28
157,4,634,520,82,51
157,5,548,612,31,71
158,1,542,453,40,85
158,2,578,557,88,26
158,3,582,632,77,30
158,4,640,522,78,48
158,5,548,611,30,72
159,1,540,454,38,87
159,2,580,557,87,26
159,3,584,631,75,31
159,4,644,520,76,49
159,5,548,610,28,73
160,1,538,455,35,89
160,2,581,556,86,26
160,3,585,630,76,33
160,4,648,521,75,47
160,5,548,610,28,73
161,1,537,458,35,89
161,2,581,556,86,27
161,3,586,630,77,34
161,4,648,525,78,44
161,5,548,610,28,73
162,1,536,460,35,89
162,2,581,555,87,28
162,3,587,629,76,35
162,4,648,528,79,40
162,5,548,614,31,68
163,1,536,463,35,89
163,2,582,555,87,28
163,3,588,629,76,36
163,4,648,532,82,37
163,5,548,618,33,63
164,1,535,465,35,89
164,2,582,554,88,28
164,3,589,629,75,36
164,4,647,535,86,33
164,5,548,619,31,61
165,1,534,467,35,89
165,2,582,554,88,28
165,3,589,629,74,35
165,4,646,538,89,30
165,5,548,620,28,60
166,1,532,469,36,90
166,2,582,553,88,28
166,3,592,628,69,35
166,4,646,542,91,26
166,5,547,619,30,61
167,1,531,471,36,90
167,2,583,553,88,29
167,3,594,628,64,34
167,4,646,546,92,23
167,5,546,618,31,61
168,1,530,472,37,91
168,2,583,552,88,29
168,3,603,622,54,40
168,4,647,549,93,20
168,5,544,617,34,61
169,1,530,475,37,91
169,2,583,552,89,29
169,3,611,617,44,45
169,4,648,550,94,19
169,5,541,617,36,61
170,1,529,477,37,90
170,2,584,551,89,30
170,3,616,615,39,46
170,4,649,552,94,17
170,5,539,619,39,58
171,1,528,479,37,90
171,2,584,551,89,30
171,3,621,613,35,48
171,4,651,552,95,17
171,5,536,620,41,56
172,1,526,481,37,90
172,2,585,551,89,30
172,3,622,612,34,49
172,4,652,552,96,17
172,5,541,617,35,59
173,1,526,483,37,90
173,2,587,551,86,32
173,3,624,610,34,51
173,4,654,552,95,17
173,5,545,614,29,62
174,1,525,484,37,90
174,2,589,550,83,35
174,3,622,606,37,55
174,4,656,552,94,17
174,5,548,612,29,63
175,1,525,486,36,90
175,2,591,552,78,37
175,3,621,603,39,59
175,4,657,552,95,17
175,5,551,610,28,64
176,1,524,488,35,90
176,2,594,554,73,38
176,3,619,602,42,60
176,4,658,552,96,17
176,5,550,613,32,61
177,1,524,489,35,91
177,2,598,552,68,43
177,3,618,600,44,62
177,4,660,552,96,18
177,5,549,616,36,59
178,1,523,491,34,91
178,2,602,550,63,47
178,3,617,600,45,63
178,4,662,552,95,18
178,5,548,615,40,60
179,1,523,493,35,91
179,2,605,548,59,51
179,3,616,600,45,63
179,4,664,553,95,17
179,5,546,614,44,60
180,1,522,494,35,91
180,2,609,546,54,55
180,3,614,601,49,63
180,4,665,553,95,17
180,5,546,615,47,58
181,1,522,496,35,91
181,2,611,544,52,58
181,3,613,602,52,62
181,4,666,553,95,17
181,5,545,616,50,57
182,1,522,497,35,91
182,2,613,542,50,62
182,3,612,602,54,62
182,4,667,553,95,17
182,5,545,617,52,55
183,1,521,498,35,91
183,2,615,540,49,65
183,3,611,603,56,62
183,4,669,553,95,17
183,5,545,617,54,53
184,1,520,499,35,92
184,2,616,538,47,69
184,3,611,604,58,61
184,4,670,552,96,18
184,5,545,619,57,51
185,1,520,501,35,92
185,2,621,536,43,73
185,3,611,605,60,60
185,4,672,553,95,17
185,5,544,620,59,50
186,1,520,502,35,92
186,2,625,534,40,77
186,3,611,609,59,57
186,4,673,553,95,17
186,5,542,621,63,48
187,1,520,504,35,92
187,2,627,533,38,80
187,3,611,612,58,54
187,4,675,553,95,17
187,5,539,622,67,47
188,1,519,505,35,91
188,2,630,531,37,83
188,3,610,613,59,53
188,4,676,553,96,17
188,5,537,625,71,45
189,1,518,507,35,91
189,2,632,531,35,85
189,3,609,613,60,53
189,4,677,553,95,17
189,5,534,627,74,43
190,1,518,508,35,91
190,2,634,531,33,87
190,3,608,611,55,56
190,4,679,553,95,17
190,5,533,631,78,40
191,1,517,509,35,91
191,2,638,531,30,88
191,3,607,608,50,58
191,4,680,553,95,17
191,5,531,634,81,37
192,1,517,511,35,91
192,2,641,531,27,89
192,3,606,606,51,60
192,4,682,552,95,18
192,5,533,636,81,35
193,1,517,512,34,91
193,2,644,532,25,89
193,3,605,604,52,61
193,4,683,552,95,18
193,5,534,638,81,34
194,1,516,514,33,91
194,2,646,533,23,90
194,3,605,603,52,61
194,4,685,552,95,18
194,5,537,636,81,37
195,1,517,515,33,91
195,2,646,534,23,90
195,3,605,602,52,60
195,4,686,552,95,18
195,5,539,633,80,39
196,1,517,517,34,90
196,2,647,534,23,91
196,3,603,600,52,61
196,4,687,552,95,18
196,5,542,633,79,40
197,1,517,521,34,87
197,2,647,536,23,90
197,3,601,598,51,62
197,4,688,552,95,18
197,5,544,632,79,42
198,1,518,525,34,84
198,2,647,538,23,89
198,3,600,599,50,60
198,4,691,551,92,24
198,5,545,634,80,40
199,1,519,531,35,78
199,2,647,539,23,87
199,3,598,600,49,59
199,4,696,548,86,30
199,5,545,636,81,38
200,1,521,537,37,73
200,2,646,540,24,85
200,3,598,602,51,57
200,4,703,546,80,36
200,5,546,639,83,36
201,1,520,540,40,72
201,2,646,540,25,88
201,3,598,604,53,54
201,4,709,543,73,43
201,5,546,641,84,35
202,1,518,542,44,71
202,2,645,541,26,91
202,3,595,604,58,63
202,4,714,542,68,47
202,5,548,642,84,33
203,1,517,544,47,72
203,2,646,542,26,91
203,3,595,609,58,58
203,4,716,542,67,50
203,5,549,644,83,32
204,1,516,545,50,74
204,2,646,542,26,91
204,3,596,614,60,50
204,4,718,541,66,53
204,5,552,644,83,31
205,1,513,548,55,72
205,2,647,544,25,91
205,3,597,619,61,41
205,4,720,538,64,58
205,5,554,644,83,31
206,1,510,551,60,71
206,2,648,545,24,91
206,3,596,620,56,40
206,4,722,536,63,63
206,5,556,642,83,31
207,1,508,555,63,70
207,2,648,546,24,91
207,3,595,621,51,40
207,4,724,533,62,68
207,5,559,640,83,31
208,1,506,558,67,69
208,2,649,546,24,91
208,3,594,618,45,43
208,4,728,532,58,71
208,5,563,640,81,31
209,1,506,561,69,68
209,2,649,547,24,91
209,3,593,615,39,47
209,4,732,531,55,73
209,5,567,640,79,30
210,1,506,564,71,67
210,2,650,548,24,91
210,3,592,612,41,49
210,4,735,530,52,76
210,5,568,644,80,27
211,1,509,568,70,65
211,2,651,549,23,91
211,3,591,609,43,50
211,4,738,530,50,78
211,5,568,647,82,24
212,1,511,571,69,64
212,2,651,549,22,91
212,3,590,606,46,53
212,4,740,530,48,80
212,5,569,650,83,21
213,1,513,572,68,64
213,2,652,550,22,91
213,3,589,604,49,55
213,4,743,531,46,82
213,5,570,652,84,18
214,1,516,573,67,65
214,2,652,550,21,92
214,3,588,604,52,55
214,4,746,531,43,83
214,5,572,654,85,16
215,1,518,575,66,65
215,2,653,551,21,92
215,3,588,604,55,54
215,4,749,532,41,84
215,5,574,656,85,14
216,1,520,576,65,65
216,2,653,551,20,92
216,3,586,606,58,53
216,4,751,532,39,86
216,5,575,656,86,15
217,1,522,578,65,65
217,2,654,552,20,92
217,3,583,607,62,52
217,4,753,534,36,87
217,5,576,655,86,15
218,1,523,580,65,65
218,2,654,552,20,92
218,3,583,609,65,50
218,4,755,536,33,88
218,5,579,655,86,16
219,1,525,581,65,66
219,2,654,553,20,92
219,3,583,610,67,49
219,4,752,538,36,89
219,5,581,654,86,17
220,1,526,581,65,67
220,2,654,554,20,92
220,3,583,611,64,47
220,4,749,540,38,89
220,5,583,654,85,17
221,1,528,583,65,67
221,2,654,554,20,92
221,3,583,612,60,46
221,4,751,545,36,87
221,5,585,654,85,16
222,1,529,585,65,67
222,2,654,554,20,92
222,3,583,617,62,41
222,4,753,549,35,85
222,5,586,654,86,16
223,1,531,586,65,68
223,2,654,555,21,92
223,3,583,622,63,36
223,4,756,549,32,87
223,5,587,654,86,16
224,1,532,587,65,68
224,2,654,555,22,93
224,3,584,623,65,35
224,4,759,549,30,90
224,5,589,654,86,17
225,1,534,589,64,68
225,2,654,556,22,91
225,3,585,624,66,34
225,4,763,549,27,93
225,5,590,653,86,17
226,1,535,590,64,67
226,2,655,557,22,90
226,3,589,620,65,38
226,4,766,549,24,95
226,5,592,653,87,18
227,1,537,591,63,68
227,2,655,558,22,90
227,3,594,615,63,43
227,4,769,550,22,97
227,5,593,652,87,18
228,1,538,592,63,69
228,2,655,559,22,90
228,3,596,617,64,40
228,4,771,551,19,98
228,5,595,652,86,18
229,1,539,593,63,69
229,2,655,559,21,91
229,3,597,619,65,38
229,4,773,553,18,98
229,5,597,652,86,18
230,1,540,594,63,70
230,2,655,559,21,92
230,3,598,627,66,28
230,4,775,556,16,97
230,5,599,653,86,18
231,1,542,595,63,70
231,2,656,560,20,91
231,3,595,630,71,25
231,4,776,557,16,98
231,5,600,653,85,18
232,1,543,596,62,70
232,2,656,560,20,91
232,3,592,632,76,22
232,4,776,558,16,99
232,5,602,653,85,18
233,1,544,598,62,70
233,2,657,560,20,92
233,3,592,635,77,18
233,4,776,561,17,98
233,5,603,653,85,18
234,1,545,599,62,69
